"filename", "language", "JavaScript", "JSON", "Markdown", "HTML", "JavaScript JSX", "PostCSS", "comment", "blank", "total"
"/Users/loucadaviot/Desktop/studentswap/Client/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/eslint.config.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/loucadaviot/Desktop/studentswap/Client/index.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 1, 14
"/Users/loucadaviot/Desktop/studentswap/Client/package-lock.json", "JSON", 0, 3448, 0, 0, 0, 0, 0, 1, 3449
"/Users/loucadaviot/Desktop/studentswap/Client/package.json", "JSON", 0, 33, 0, 0, 0, 0, 0, 1, 34
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/components/AdminHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/components/AdminSidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/components/DataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/components/StatCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/layout/AdminLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/pages/AdminLoginPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/pages/AdminNotFoundPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/App.jsx", "JavaScript JSX", 0, 0, 0, 0, 13, 0, 0, 2, 15
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/index.css", "PostCSS", 0, 0, 0, 0, 0, 19, 2, 3, 24
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/main.jsx", "JavaScript JSX", 0, 0, 0, 0, 11, 0, 0, 1, 12
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/providers/AuthContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 2, 0, 0, 1, 3
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/providers/AuthProvider.jsx", "JavaScript JSX", 0, 0, 0, 0, 61, 0, 0, 11, 72
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/providers/SocketProvider.jsx", "JavaScript JSX", 0, 0, 0, 0, 9, 0, 0, 2, 11
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/providers/useAuth.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/router/AdminRoutes.jsx", "JavaScript JSX", 0, 0, 0, 0, 16, 0, 0, 3, 19
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/router/Index.jsx", "JavaScript JSX", 0, 0, 0, 0, 14, 0, 0, 3, 17
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/router/UserRoutes.jsx", "JavaScript JSX", 0, 0, 0, 0, 50, 0, 2, 9, 61
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/ajoutarticles/CreationArticle.jsx", "JavaScript JSX", 0, 0, 0, 0, 303, 0, 0, 59, 362
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/ajoutarticles/components/ArticleCategoryFields.jsx", "JavaScript JSX", 0, 0, 0, 0, 122, 0, 0, 14, 136
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/ajoutarticles/components/ArticleForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 97, 0, 0, 8, 105
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/ajoutarticles/components/ArticleFormField.jsx", "JavaScript JSX", 0, 0, 0, 0, 61, 0, 0, 3, 64
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/ajoutarticles/components/ArticleImageUpload.jsx", "JavaScript JSX", 0, 0, 0, 0, 103, 0, 0, 18, 121
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/api/articles.api.js", "JavaScript", 77, 0, 0, 0, 0, 0, 0, 29, 106
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/api/articlesVus.api.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/components/ArticleCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 248, 0, 0, 38, 286
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/components/ArticleFilters.jsx", "JavaScript JSX", 0, 0, 0, 0, 597, 0, 10, 65, 672
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/components/SwipeActions.jsx", "JavaScript JSX", 0, 0, 0, 0, 77, 0, 3, 3, 83
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/components/SwipeStack.jsx", "JavaScript JSX", 0, 0, 0, 0, 151, 0, 4, 29, 184
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/pages/Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 149, 0, 0, 29, 178
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailActions.jsx", "JavaScript JSX", 0, 0, 0, 0, 14, 0, 0, 1, 15
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailError.jsx", "JavaScript JSX", 0, 0, 0, 0, 26, 0, 0, 4, 30
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailGallery.jsx", "JavaScript JSX", 0, 0, 0, 0, 68, 0, 0, 6, 74
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 38, 0, 0, 3, 41
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 44, 0, 0, 8, 52
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailLoading.jsx", "JavaScript JSX", 0, 0, 0, 0, 25, 0, 0, 6, 31
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailOwner.jsx", "JavaScript JSX", 0, 0, 0, 0, 19, 0, 0, 5, 24
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/pages/ArticleDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 261, 0, 0, 50, 311
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/utils/articleDetail.utils.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 10, 98
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/auth/api/auth.api.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/auth/pages/Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 148, 0, 4, 29, 181
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/auth/pages/Register.jsx", "JavaScript JSX", 0, 0, 0, 0, 282, 0, 0, 39, 321
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/api/conversations.api.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 8, 48
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/components/ConversationEmpty.jsx", "JavaScript JSX", 0, 0, 0, 0, 17, 0, 0, 3, 20
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/components/ConversationHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 44, 0, 0, 8, 52
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/components/ConversationItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 91, 0, 0, 16, 107
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/components/ConversationList.jsx", "JavaScript JSX", 0, 0, 0, 0, 43, 0, 0, 5, 48
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/components/MessageBubble.jsx", "JavaScript JSX", 0, 0, 0, 0, 77, 0, 0, 9, 86
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/components/MessageInput.jsx", "JavaScript JSX", 0, 0, 0, 0, 127, 0, 0, 22, 149
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/components/MessageList.jsx", "JavaScript JSX", 0, 0, 0, 0, 49, 0, 0, 6, 55
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/pages/Conversation.jsx", "JavaScript JSX", 0, 0, 0, 0, 755, 0, 0, 147, 902
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/pages/Conversations.jsx", "JavaScript JSX", 0, 0, 0, 0, 140, 0, 0, 29, 169
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/conversations/utils/conversations.utils.js", "JavaScript", 164, 0, 0, 0, 0, 0, 0, 37, 201
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/favorites/api/favorites.api.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/proposals/api/proposals.api.js", "JavaScript", 55, 0, 0, 0, 0, 0, 0, 10, 65
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/proposals/components/ProposalModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 241, 0, 0, 38, 279
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/proposals/pages/Proposals.jsx", "JavaScript JSX", 0, 0, 0, 0, 366, 0, 0, 73, 439
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/proposals/pages/ProposalsMessage.jsx", "JavaScript JSX", 0, 0, 0, 0, 170, 0, 0, 28, 198
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/villes/api/villes.api.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/components/layout/constants.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/components/layout/formatDate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/components/layout/formatError.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/hooks/useAuth.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/hooks/useDebounce.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/lib/api.js", "JavaScript", 35, 0, 0, 0, 0, 0, 7, 8, 50
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/lib/socket.js", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 24, 86
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/lib/storage.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/user/components/UserHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/user/layout/UserLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 403, 0, 0, 43, 446
