"filename", "language", "JavaScript", "JavaScript JSX", "Markdown", "HTML", "JSON", "XML", "PostCSS", "comment", "blank", "total"
"/Users/loucadaviot/Desktop/studentswap/Client/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/eslint.config.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/loucadaviot/Desktop/studentswap/Client/index.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/loucadaviot/Desktop/studentswap/Client/package-lock.json", "JSON", 0, 0, 0, 0, 3355, 0, 0, 0, 1, 3356
"/Users/loucadaviot/Desktop/studentswap/Client/package.json", "JSON", 0, 0, 0, 0, 31, 0, 0, 0, 1, 32
"/Users/loucadaviot/Desktop/studentswap/Client/public/favicon.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/Users/loucadaviot/Desktop/studentswap/Client/public/icons.svg", "XML", 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/components/AdminHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/components/AdminSidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/components/DataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/components/StatCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/layout/AdminLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/pages/AdminLoginPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/admin/pages/AdminNotFoundPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/App.jsx", "JavaScript JSX", 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 18, 2, 3, 23
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/main.jsx", "JavaScript JSX", 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/providers/AuthContext.jsx", "JavaScript JSX", 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/providers/AuthProvider.jsx", "JavaScript JSX", 0, 61, 0, 0, 0, 0, 0, 0, 11, 72
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/providers/SocketProvider.jsx", "JavaScript JSX", 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/providers/useAuth.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/router/AdminRoutes.jsx", "JavaScript JSX", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/router/Index.jsx", "JavaScript JSX", 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/loucadaviot/Desktop/studentswap/Client/src/app/router/UserRoutes.jsx", "JavaScript JSX", 0, 43, 0, 0, 0, 0, 0, 2, 10, 55
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/api/articles.api.js", "JavaScript", 37, 0, 0, 0, 0, 0, 0, 0, 14, 51
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/api/articlesVus.api.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/components/ArticleCard.jsx", "JavaScript JSX", 0, 143, 0, 0, 0, 0, 0, 0, 24, 167
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/components/HomeFilter.jsx", "JavaScript JSX", 0, 21, 0, 0, 0, 0, 0, 0, 3, 24
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/components/SwipeActions.jsx", "JavaScript JSX", 0, 77, 0, 0, 0, 0, 0, 3, 3, 83
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/components/SwipeStack.jsx", "JavaScript JSX", 0, 151, 0, 0, 0, 0, 0, 4, 29, 184
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articles/pages/Home.jsx", "JavaScript JSX", 0, 151, 0, 0, 0, 0, 0, 0, 29, 180
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailActions.jsx", "JavaScript JSX", 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailError.jsx", "JavaScript JSX", 0, 26, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailGallery.jsx", "JavaScript JSX", 0, 68, 0, 0, 0, 0, 0, 0, 6, 74
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailHeader.jsx", "JavaScript JSX", 0, 38, 0, 0, 0, 0, 0, 0, 3, 41
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailInfo.jsx", "JavaScript JSX", 0, 44, 0, 0, 0, 0, 0, 0, 8, 52
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailLoading.jsx", "JavaScript JSX", 0, 25, 0, 0, 0, 0, 0, 0, 6, 31
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/components/ArticleDetailOwner.jsx", "JavaScript JSX", 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/pages/ArticleDetail.jsx", "JavaScript JSX", 0, 188, 0, 0, 0, 0, 0, 0, 41, 229
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/articlesDetails/utils/articleDetail.utils.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 0, 10, 98
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/auth/api/auth.api.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/auth/pages/Login.jsx", "JavaScript JSX", 0, 148, 0, 0, 0, 0, 0, 4, 29, 181
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/auth/pages/Register.jsx", "JavaScript JSX", 0, 282, 0, 0, 0, 0, 0, 0, 39, 321
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/favorites/api/favorites.api.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/proposals/api/proposals.api.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 10, 39
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/proposals/components/ProposalModal.jsx", "JavaScript JSX", 0, 135, 0, 0, 0, 0, 0, 0, 24, 159
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/proposals/pages/Proposals.jsx", "JavaScript JSX", 0, 283, 0, 0, 0, 0, 0, 4, 44, 331
"/Users/loucadaviot/Desktop/studentswap/Client/src/features/villes/api/villes.api.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/components/layout/constants.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/components/layout/formatDate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/components/layout/formatError.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/hooks/useAuth.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/hooks/useDebounce.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/lib/api.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/lib/socket.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/shared/lib/storage.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/user/components/UserHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/src/user/layout/UserLayout.jsx", "JavaScript JSX", 0, 144, 0, 0, 0, 0, 0, 0, 8, 152
"/Users/loucadaviot/Desktop/studentswap/Client/src/user/pages/NotFoundPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/studentswap/Client/vite.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 1, 1, 8
"/Users/loucadaviot/Desktop/studentswap/backend/database/migrations/001-create-regions.cjs", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 5, 35
"/Users/loucadaviot/Desktop/studentswap/backend/database/migrations/002-create-roles.cjs", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 0, 5, 36
